X_train,Y_train
976.07341601,11042.898808886728
36.9682183815,453.6637736552336
584.378756708,6624.670973733343
254.411520391,2908.1476821297406
803.116917521,9050.758682241536
443.381056,5078.955612066044
397.687078224,4551.316697546134
139.275704849,1574.715232143334
845.966611891,9567.54031315795
873.5944546,9916.383507893395
420.623067942,4782.201046897652
546.28727376,6206.952890922718
120.328739039,1391.9168679745662
911.153437878,10265.759998238167
202.87137483,2369.4454338696096
485.162407916,5548.0256104742975
200.408045142,2293.873579075604
485.735378581,5554.244796410721
397.994008614,4556.069204454159
98.5334978435,1160.0855396016063
536.913383832,6131.260246655953
967.992205702,10981.837537264542
209.935842262,2442.560851790591
940.125087779,10658.94601160305
515.820567386,5896.0926939031915
244.574530725,2793.431617056989
662.641865462,7503.898421264897
828.652530509,9350.7217447219
148.095564072,1699.1684444740315
43.3701196026,543.0047203327641
335.469169901,3843.2403574390964
49.5959895823,634.4559555609599
832.311786243,9429.885317793636
935.991365053,10550.543451671056
477.30027947,5396.7969933423055
843.97034597,9602.033102804275
190.224268821,2178.793326680781
139.056285433,1585.0631158291333
756.270672949,8539.100296557748
694.710273555,7863.557994998414
284.755845527,3215.052562734724
571.310075082,6516.360757366029
475.114229407,5380.041191628756
292.565037793,3327.246306597077
443.238537071,5058.299842689194
6.80526766626,121.26202471683291
603.933735474,6844.750857172653
9.29935651847,146.69100346721186
245.304727007,2841.960590097686
203.535467309,2394.7633579077296
860.796537131,9762.05092344821
36.3728092633,499.2436276420349
778.169509802,8768.457060729977
411.948155482,4690.277758029782
480.26116749,5446.73096269486
275.777991942,3165.3732691158993
452.219618606,5114.276045364389
381.130040347,4315.739531717995
219.18996851,2530.8226620638607
122.562747035,1468.8699823520542
473.599026558,5436.976058429089
613.360324465,6975.763326841709
571.398882375,6488.238201959665
672.353992524,7617.541287822444
150.631523051,1720.5503506189848
561.411671788,6364.269237793866
48.1670723764,556.4421017533965
324.655602034,3727.6439496333187
185.581828886,2153.1506332845365
166.165446464,1972.4293849721882
667.76252992,7578.311254399231
834.136952661,9457.84852711962
151.780942871,1766.2302788846407
649.111363818,7359.305388499408
290.725702954,3339.0029171771635
189.220529771,2217.2302719696513
948.647073355,10688.32314807995
203.648697361,2386.9319566320587
309.89897201,3527.309029830467
982.593121639,11100.35181134757
869.683542093,9796.00958173971
811.037542051,9183.178796052425
959.057280661,10808.581733138224
197.842694029,2268.2724704609664
784.430387983,8935.076011940972
701.202939458,7961.1476179802685
759.555235278,8642.538404886123
141.191535968,1661.0286392066907
810.676759688,9191.542145669311
568.469025294,6502.234316115132
593.262372196,6694.921270357515
77.7719897568,918.8330598625826
903.545467288,10263.578970979157
751.591283444,8560.952588190998
832.159170708,9447.493738028781
260.025987417,2972.0496051186674
706.692601169,8036.557415591474
646.722182081,7361.543606327135
87.1654095248,999.5024402010228
572.241811107,6461.447547958586
746.444233991,8431.78475038767
53.353929816,682.1792592180245
930.141689259,10521.110105891239
998.749812455,11292.358187756407
28.9534066305,369.2075300787496
219.545070662,2557.838069216855
270.261342939,3135.397350743716
714.090781538,8077.361673048908
746.153691976,8410.854578259326
832.2743238,9434.055557139147
928.522019378,10479.612065901492
778.595165988,8846.455046887573
890.569625242,10055.411221465503
16.2069328104,210.86597803275652
142.960199678,1659.2387293442373
284.336242351,3279.75554488851
84.1429230652,988.6747127341928
731.097253623,8236.263571848376
898.069939408,10138.283275080881
502.767123694,5723.715311743349
380.346769718,4302.581149118531
512.100947381,5823.551420473807
524.984916113,5943.065720131407
913.068471231,10329.724224126989
742.598806982,8398.454657226104
660.254507275,7465.562978432932
569.044667031,6412.396504195118
138.975777951,1582.19937353872
126.709737159,1494.654226613265
930.537067541,10508.183988547813
713.921502435,8120.262733666275
398.238735779,4498.010536189598
373.644669751,4264.072598518926
310.741508024,3598.018960528369
330.178201002,3822.2254403064594
342.423002583,3917.365511144331
957.442462311,10786.886064910577
478.687700626,5451.264112141132
472.167667097,5340.850134788443
887.042746246,10002.638993377946
199.080741778,2296.1215841795874
71.294837953,855.9764003171821
558.032187147,6291.684724975517
1.14387573548,79.55000049988692
232.808268057,2651.1528703531367
141.908660379,1640.7941737575857
922.156649163,10398.958484306359
629.194272618,7143.5513201128815
418.651681284,4742.664499986409
706.170346762,8006.996431735713
373.132347431,4300.659603469386
453.010746512,5179.974504323008
517.771434041,5896.917553166037
886.081582185,10047.520602645809
2.03164396413,52.715302296396324
846.744384482,9550.865837973479
959.775747798,10903.526228389066
804.213315364,9112.965181790756
699.690297535,7980.050777912793
200.344688735,2280.227767967826
313.610175286,3546.2608793236336
321.592681417,3653.9533038624036
673.349743602,7660.770291519905
529.086454668,6003.599081182221
0.675690438267,34.854360157834954
707.011803334,8031.34084184068
343.267491451,3876.2013006065713
957.954820692,10856.546895802738
514.924525781,5835.246584780719
454.70804673,5167.764036078418
732.892532892,8259.160515583695
825.960288882,9387.069249070551
647.078253641,7334.74162948646
57.0374633941,665.6488753258253
410.670377179,4672.515762094742
945.343312305,10710.24248659111
287.946698606,3293.7219130512717
484.288189476,5546.666825765285
675.115790339,7657.795921651353
545.302987489,6178.480083951754
93.5989834958,1061.3713961021874
82.0009754154,976.3411273151361
623.887410609,7091.0342720083345
205.580726128,2399.6507338561014
813.397898882,9256.26548967792
825.286132475,9325.264038871874
471.056860034,5320.508811191875
505.556455885,5753.16678467027
354.56482049,4010.9078627668237
26.940032791,319.97219140900916
899.364351436,10137.665930012712
733.706044241,8356.080719327176
726.671658528,8216.420805747439
512.030337726,5865.4570936627115
608.183328291,6944.174923724354
715.592316404,8109.3463210217005
407.238828379,4678.921500494685
928.463262443,10466.404240037327
863.28657007,9744.637409302928
594.324590287,6783.582081755888
829.251706779,9438.040714397279
926.025561938,10452.743292593694
624.905201089,7125.318104181872
379.059311961,4285.591417196807
20.0597623258,281.2446234320254
778.014069149,8855.72973942158
859.747499583,9752.059278190454
829.924728938,9428.79957716141
493.795929114,5614.142644164733
849.711863943,9656.610810446906
815.665118182,9244.839444492864
786.201098425,8889.96639498425
612.330879732,6944.047900044458
652.19833576,7392.379931872409
60.3423672981,749.7094191062077
14.9274460137,231.4484064460666
612.830258855,6936.152100023571
347.533725192,3923.4150449323906
748.773577098,8472.134079916605
646.805687419,7371.096968566328
126.594326363,1494.3244326770246
102.826457754,1249.6150302843312
266.754817859,3108.240174905449
669.163052439,7542.700277227745
738.910697166,8410.255551601631
557.407248688,6324.410100843742
665.383906919,7582.163525821367
888.883921763,10111.072228243938
455.783781209,5231.603391478006
942.470765804,10631.010818910785
370.741694132,4220.197796807931
686.199142427,7813.420285993516
921.589180858,10463.540172977871
248.500516072,2885.1938517459207
343.948537446,3977.3450093192373
326.582246609,3762.20599172477
543.765951334,6135.223153400678
944.098934681,10651.663966965922
882.668486928,9974.325947117588
645.694040197,7282.215404188504
256.969496676,2961.1054235209403
118.867020424,1429.929887253247
90.0805863382,1043.9212571638684
535.874371456,6066.7287361220415
609.458799174,6915.355203816755
728.750027999,8238.656337581628
658.313965976,7496.82689300714
143.481654508,1688.5715661265267
502.113302879,5732.332212716022
892.42041331,10123.085416249241
449.490470719,5135.569769965242
967.226520519,10982.852053547078
448.176378438,5150.083463919936
369.559755376,4230.971341795556
117.803903054,1384.4460724072992
554.82208988,6296.1396586743695
142.207215003,1698.9875685086174
519.653173302,5867.113377311415
435.851173466,4962.954658584493
686.046607175,7730.599663263729
10.3565675963,146.95299440555368
776.819678513,8844.774621911556
938.242587214,10659.644196373025
278.571476512,3199.03687858741
925.934439635,10507.96186740497
654.027229996,7420.715303980295
120.141703611,1381.1002625346848
129.040108675,1512.3194861804682
116.990612954,1326.0241979431796
706.29131875,8040.289792091988
276.039845783,3135.775430191105
983.198090003,11101.387251559805
805.105359733,9152.063760615027
429.847435624,4924.575313227849
234.708549289,2733.328445578508
979.683264855,11094.151814447496
600.970490092,6810.078729221246
656.98399515,7417.1460548035875
208.836285176,2371.724135317763
535.809238807,6098.5847239949335
603.842145055,6804.556889045062
306.088065478,3516.198462861519
46.4059302197,607.8194026852119
13.3597620045,252.793126380189
480.770927863,5498.527927905999
712.475012806,8046.347515292361
349.863804081,4025.3625545966293
440.876327431,4995.519994793713
979.787237001,11044.169259951233
684.805451252,7766.036663615213
142.881657219,1695.750639245332
64.9003254297,738.5502916669433
581.576360174,6592.3715014830495
871.366894555,9859.645895013404
208.573335506,2386.338336921604
311.966915512,3544.422334845667
252.422460215,2904.8501459638555
262.054472286,2983.2247854626676
440.191827694,5003.733826098876
75.4150896797,877.2651987392615
557.540869539,6358.455020996984
233.997907591,2700.4989123080113
110.357222262,1288.2903503614805
975.38524654,11040.239931559097
377.570624126,4291.91581528943
391.4539858,4466.625902209148
489.42385818,5526.404843531458
45.0170997386,575.4253105983857
872.674959839,9910.657291786347
370.382981178,4189.451291538791
777.673616434,8787.656830663786
460.52284168,5273.130646124548
445.49904146,5056.183299373469
61.9447767463,733.2619380808927
844.605540964,9575.283294311712
790.85644522,8998.97162186714
944.725452526,10676.301899761507
408.805215231,4613.246734261371
547.080367295,6167.426840651414
818.929193025,9323.890160793831
288.693518174,3312.6291110615925
254.239448778,2940.973263797029
30.6863923383,374.0774117501228
74.9748003227,911.0796803831066
773.447989062,8739.242901449348
398.792339841,4552.0894172986855
69.90693436,832.225565497069
877.790869469,9977.55218563266
126.735840011,1494.299910820024
351.757452144,4000.1726542329434
502.516778314,5760.4233440624575
578.473750619,6535.865822867975
188.014723415,2218.318015004388
128.177929658,1481.5131514103143
115.528607732,1318.6062571396226
126.49264638,1462.4683554029953
412.2357486,4743.039024053748
471.355328337,5360.343576308205
762.392625633,8655.263186020597
749.829847036,8463.437220965387
246.627463092,2844.7999685679374
805.259616066,9158.76472382248
722.553569034,8196.232255855835
879.567235461,9974.050861353327
556.30849781,6368.267954532616
655.0321318,7385.326919715771
257.298257368,2932.378113862418
638.006564036,7212.197445668364
898.313759569,10147.476456586517
858.346308617,9726.782783514484
906.981191811,10259.680599842319
819.880837836,9242.461590230336
939.615270873,10604.996146859174
652.055028573,7383.844386100371
332.147891808,3822.224499719387
675.19990998,7704.16625087288
33.3086527827,475.5395973968521
572.441324559,6478.308189362328
168.516528728,1995.2438744920946
399.148871566,4572.391427316792
229.288120324,2623.4946826280657
524.805391131,5993.5723654264975
511.978778159,5848.420079457656
220.880211474,2518.6655651608485
391.973054398,4506.964018892028
706.669462481,7972.267837776289
406.750312272,4639.759050356692
539.351467394,6161.8646662780475
162.445322899,1872.5046921394426
741.024674327,8405.078492564306
747.452098429,8498.155623410496
689.427287501,7820.7498234661025
86.6024347627,1030.9744169630212
755.830754606,8605.745704879319
234.124974775,2740.744702394698
107.50897325,1309.8751680177622
993.147416804,11238.733694687146
157.267936551,1863.7640533446406
21.7229386956,332.7166442095331
199.51022632,2273.0191727381607
367.235346353,4161.1375358453915
881.91861859,9971.173392518203
763.504785399,8654.453788838018
896.909735415,10156.191661687406
30.0207955837,352.65419971904953
121.16364603,1431.7695636533178
321.691197576,3634.2120903364475
475.101593838,5411.848053851875
901.701903054,10179.47008360818
345.534016764,3899.172476157407
876.562299909,9925.42588745406
729.371147723,8283.454585994488
884.754512307,10054.410313273018
687.517887492,7838.595649128908
464.856170348,5296.7766851040315
887.900612004,10026.470564862251
72.8620112948,894.3369748542901
178.591484671,2019.6985236630399
681.886700324,7755.118203414051
113.085748843,1342.3273527053516
898.827725829,10151.438282226101
31.5721926687,364.3437230172863
698.387500634,7908.323302579738
100.199746135,1230.8985881681776
712.671411464,8121.35010806496
477.996955384,5428.157800168852
173.22922356,2054.1572530364047
711.856003931,8045.864296366245
3.62060745636,106.85053611665953
39.9775374665,509.4453005120256
184.344354743,2120.955021241666
993.394120947,11245.505382975256
174.479112851,2017.7858271680275
72.8320437989,896.7029557660562
60.3494656513,689.8825977723077
139.15825813,1649.3832992300847
893.277899714,10106.958376049184
528.780958629,6002.764821885824
874.448865743,9938.9931364339
158.52112677,1835.7635953174674
51.9278690126,623.8260927478485
705.460250013,7982.848148057803
920.85029301,10396.038561003263
192.884733053,2227.4367406900974
25.3884604467,373.70818100400203
843.713337069,9555.255666458765
719.619216399,8206.44225558361
644.100673813,7327.9580941125205
333.365712245,3814.7679382366982
20.7381505522,254.03351176300862
517.797842405,5870.295009643662
156.398875209,1834.0240608573063
384.954558034,4392.992642429756
480.26529968,5458.05804458463
686.803834715,7746.37725565221
863.630296941,9766.883881286612
669.610510097,7609.008025834105
312.309320752,3597.4194289731063
319.117126853,3617.403163900266
344.144111211,3920.849920608715
550.836620803,6290.4722994697995
880.889821455,9980.9798893151
408.410411725,4656.703433403453
709.949039906,8033.208008953049
536.927644106,6104.865939173584
771.667097287,8781.443317733367
242.36950962,2767.3193585228737
764.366519509,8699.3565008048
244.587760931,2779.8954239797927
106.725900938,1286.1065800867088
150.517974177,1727.105733840512
863.050538104,9767.133417084095
293.869441156,3394.034025884385
836.384153288,9502.523962875324
296.229018889,3398.1958584331255
114.986939519,1389.7129097672373
727.02144051,8256.898175085844
637.889415344,7208.354387119648
694.6589643,7876.789530055664
103.449633509,1234.649607813815
546.072104646,6209.187082396329
877.693401467,9896.13218385783
718.578976329,8118.44846627938
981.427717429,11125.662393391762
269.574532757,3091.623338426004
947.014082351,10744.311062334436
211.53820269,2434.5978037483956
124.528307327,1454.9643108254804
949.912769836,10771.862950431252
709.656538763,8030.270124747651
61.5272175092,741.037251656615
752.41146298,8519.595450567718
357.42570977,4043.726730222155
429.901982758,4867.581250124034
114.201650289,1308.4023606383228
816.023803759,9266.214382937615
858.161314422,9749.066330887972
721.923843638,8194.956210872462
90.4186278282,1049.4958657836257
42.2691972541,493.95595309835903
832.298896757,9416.034429235255
340.645706509,3931.435532015105
234.822968239,2725.653287033676
941.541814702,10605.445563457555
496.082744224,5659.6901616619825
250.625621374,2841.89396327274
405.053009259,4596.565678967404
281.30489022,3188.7251984139325
410.509329566,4709.062506206374
589.037438218,6688.20098417943
757.907498866,8601.05692754026
852.174389193,9687.766113640922
894.236715788,10122.57197011777
496.988155577,5632.864565569325
617.542597337,6972.379297273714
609.334256211,6915.226213519578
739.249591219,8409.958206211262
619.542240159,7019.275710984397
156.988971972,1793.2821043570802
727.67113964,8277.25070509876
738.998713909,8380.052534392897
479.489280667,5450.108983803881
438.895536705,4961.942042442627
498.435639051,5673.723308031044
440.056289836,5021.897645387012
976.031068112,11041.379856189322
812.78962282,9252.526952571327
304.744444562,3523.3687710116264
332.880500819,3762.1553246459703
452.389847801,5157.431561317439
111.097296354,1303.4134961164227
551.31338277,6245.62047707431
777.341720805,8759.498537133653
47.9995371465,611.4983170311095
287.006635791,3262.936035212658
553.731488526,6316.922057089769
496.535927916,5618.738272900092
8.83373450716,177.82032103017607
456.879966851,5162.125044739473
241.464870469,2785.820044043081
824.890204063,9346.31943661983
771.200127852,8777.22228522682
538.105181743,6119.895654766878
955.979408077,10822.378753180785
999.636300492,11296.857167997048
72.8527192105,840.6578462828594
636.967289288,7189.630660710221
550.80428396,6274.828837244454
748.10212277,8451.495208069431
104.657542203,1274.494240258015
416.111874566,4699.919000057295
117.244980816,1380.9688864044851
856.850500617,9740.383344031045
851.97038612,9622.592300755985
562.572364019,6366.068922995802
829.529367297,9418.838208383726
177.937518434,2106.6688394600897
920.789784643,10411.840463723807
523.518596764,5948.119544864988
134.471408631,1569.6676831637644
969.168510979,10923.104293221491
883.449407069,9963.177194886912
452.793325072,5104.415225870188
194.373198109,2211.505804847797
802.570032615,9110.442054509429
607.223863612,6853.94938897416
188.11022893,2223.820104167858
30.7779886868,435.89957993104156
347.299140634,3964.119001031946
846.214031195,9594.700509625227
495.461283554,5608.755132419231
682.101498612,7713.8704465432165
670.406788986,7559.5081148831405
213.691394438,2457.9720861538553
92.6193105874,1144.519371651244
942.437705515,10649.487476036016
751.243690091,8487.220447911706
964.376562804,10873.73181406748
67.4597173934,818.5452951470921
978.696097143,11113.5451720567
772.323068201,8707.712738079683
618.334489826,7065.77702708339
678.817554751,7687.248694299139
657.28107092,7454.388479425584
838.013817819,9535.053699199878
665.212655988,7523.783370634234
752.758029803,8484.52343737527
822.639232324,9337.800321668554
132.837054589,1600.220283547536
221.148752798,2587.007742780367
764.425788032,8674.117311655575
714.015336695,8089.87133803019
12.9293376527,182.68615580692224
628.640823611,7086.9681801492725
733.353053362,8277.542391479488
243.840777559,2827.983320590071
954.421667764,10810.72105523196
107.448177794,1236.3772890371858
326.225534021,3760.4129259951205
633.025339378,7134.556230747701
702.332082027,7994.002151930603
46.1334002928,562.6290611336324
739.68995886,8334.880087397987
463.198839713,5234.600919209816
983.85823372,11094.43599999279
249.846408288,2821.3804142518247
864.124059656,9741.742279905899
649.577402567,7344.705967203316
770.142270253,8686.77190756799
157.627284258,1812.8854115484928
404.559920242,4637.437505933018
773.748876072,8728.806793196023
38.7136027336,541.1478909284228
943.48611881,10705.454251483936
758.856544641,8632.79723005925
466.10012822,5344.320881354729
990.568605728,11229.778583218034
229.645393442,2643.8545067540617
618.342250693,7042.07158903096
134.605153712,1600.0870091414786
506.678624919,5732.490444084766
570.016360754,6519.810135188217
627.417418397,7077.599658899285
189.305397973,2139.060551851231
396.821254448,4495.652007797175
915.646728472,10381.776816973112
871.099388643,9859.525908256024
244.675266613,2772.1800957665846
352.281763529,3975.8435345427943
678.803100439,7729.853353303001
34.7939285634,490.632631121106
439.678392612,4984.15799074389
705.826955159,8039.940566075033
246.220462183,2795.400572151626
944.168415629,10660.51743157967
174.599548422,2015.1721202332383
348.43424798,4027.4081376657878
321.500324742,3639.2874232035465
206.128052876,2397.021280336933
379.012818883,4327.25024907877
844.785819577,9611.117253169727
76.4776113007,903.7867205486481
982.017409807,11084.772700484205
998.222035518,11267.546060695546
160.915598428,1865.8103111771322
628.910163487,7109.977749791179
345.036568182,3982.0269672596005
457.497380194,5208.020006202098
684.004692745,7720.503059335579
256.138409106,2916.3155337260455
405.674559667,4592.501463196267
451.461340948,5132.247695209801
318.358792018,3630.0268394236014
21.7328826488,350.2575610737564
99.3171061311,1146.0039666872603
752.072446337,8515.371332335022
598.42737998,6814.8972230791605
326.637303304,3764.7278928281235
618.653957322,7053.812208500695
306.635976385,3516.40007081288
301.069396595,3465.030234374561
235.242000241,2693.8846462282318
469.544322241,5353.109984459497
285.288809916,3220.9937843655307
700.567254093,7983.929481490809
606.375664877,6880.815881618651
727.766832988,8240.704325738356
14.6003790577,249.68293335933575
322.12707026,3711.0195395574556
952.193214044,10731.308262899563
109.467183612,1325.077245128866
8.58364897995,127.52287950778761
797.397888573,8989.771081619401
393.946102588,4492.938060740226
291.549396884,3332.856930917556
913.177007003,10299.237662152535
442.741412453,5004.511178132615
260.823169305,3002.3112890937377
700.347123468,7966.38682015355
592.511758184,6754.061281148417
434.509171029,4989.9738164105365
125.058626716,1479.0799650228648
902.030633457,10178.34700783047
765.615222294,8711.533850861835
628.423152808,7133.543496455146
306.69411336,3554.908677215452
345.390223972,3989.543429233995
840.157683933,9503.51830778988
790.038593258,8937.873348722444
977.694883719,11038.664936525678
537.446289849,6058.489456059958
437.374368275,4974.494357152655
44.4064334759,507.84944013870535
744.164766008,8468.492814247626
424.12259827,4819.582405114804
143.39908685,1711.394072647208
503.260382083,5679.592192218265
530.751071213,6005.401623484691
473.681198476,5345.802972692012
111.565570769,1303.3835191472688
810.83330471,9202.291658000442
996.993464564,11321.080275430251
853.053940895,9645.70791778629
751.136548977,8541.956091650745
535.773656859,6048.710865661797
843.363676786,9594.086689524509
74.0375969093,876.3594185555651
734.946759607,8375.046750211075
363.471764714,4109.6223053902895
439.605002181,4983.570256394418
982.875588691,11119.16890432652
535.942626173,6069.780630825237
467.140158507,5318.255951431413
356.004863903,4034.6025796508834
625.502113515,7065.950987807186
461.75878348,5238.910501261368
550.236137627,6235.788480127695
863.908425591,9809.479418329915
409.015254024,4610.523527201637
526.127903082,5936.300418692073
288.73339745,3301.8053703536634
928.880289382,10540.047314342679
857.124996097,9752.451455402652
909.067112884,10287.104945023451
464.992687655,5314.560620973898
55.2928257641,672.8036687942689
351.442035193,3972.640298459268
316.288608972,3617.245176935869
491.91058933,5639.748429528316
247.733296724,2894.046009455268
728.168401182,8284.538488318038
86.0837310849,1030.3171567877514
426.343050159,4901.935261145293
882.790610299,10010.71627657692
265.182932522,3051.569229904849
920.753934558,10467.05281272817
735.102003843,8341.160174503228
312.844429505,3603.533006023163
103.943306409,1248.6227607258397
416.273738258,4728.760326088366
733.405703931,8292.07436698817
197.771018835,2313.488567453864
976.762321954,11049.748661291378
333.379979149,3803.854382450349
40.4593322408,504.7749328805618
376.841130226,4303.734879800466
903.732720605,10217.803577377343
652.931012959,7413.778605072429
684.564175073,7728.945952515028
365.924545867,4176.399929857462
534.400537381,6115.578861857433
150.573582713,1800.2931726501108
382.943370124,4413.579402063935
253.783129113,2878.6544248368423
735.850385036,8325.965162746103
658.760332339,7425.651293708343
851.880552699,9674.855506100459
703.243781135,7996.06977302789
841.309363395,9532.598512850807
248.269692878,2828.9611248107003
854.437060667,9654.264634343563
355.659162031,4083.4591511850567
216.892027259,2523.219167282717
294.055990538,3334.2949506705977
836.225605268,9446.410707575897
287.092567959,3248.76474457567
12.4774837382,203.65261676666208
543.752136335,6132.29483975141
337.22971762,3881.941505792479
382.838318013,4336.242507541248
544.510041163,6166.786087848621
272.582283386,3135.852803328176
996.371896983,11269.91074375925
776.116258297,8783.325345040128
560.715343379,6342.020277446262
123.110733308,1411.7490005853451
799.582934951,9040.248401679693
938.638266504,10620.05270363107
397.722243955,4566.683226717262
410.084589791,4708.789258805197
978.280204093,11042.83163477027
242.711459616,2801.367164844112
486.994698621,5526.9141100215975
742.541064041,8463.994652978501
43.6357916321,595.8411334403716
962.070078853,10905.733175680898
65.3024369222,789.5254287501338
421.020795768,4754.9631518847555
737.67014354,8360.060479892012
215.371645191,2448.906872637134
224.951385553,2633.415138501726
76.7384895267,900.3270419802111
414.977329874,4749.36228175543
64.8248798079,807.0845571754285
564.129157939,6447.259803302426
427.58130984,4871.816070084019
190.720348677,2208.621546919466
944.006493394,10640.123803734654
152.833981902,1767.7742852805295
130.128496563,1512.6595174992883
780.321984471,8793.282896755576
783.31655415,8884.292952867676
460.178169418,5269.8335283973365
266.238090346,3090.6321789994868
935.684922843,10619.027218257763
86.7850900532,1062.799538097378
729.796698471,8279.147775991285
